,brand,model_name,bodyType,color,engineDisplacement,enginePower,fuelType,mileage,productionDate,vehicleTransmission,owners,pts,wd,wheel,state,tax,customs,price
1748,,,,,,170,,,,,,,,,,,,
1749,Nissan,Nissan X-Trail III,внедорожник 5 дв.,серебристый,2.0,144,Бензин,60235,2015,вариатор,2 владельца,Оригинал,передний,Левый,Не требует ремонта,5040,Растаможен,1620000₽
1750,Jeep,Jeep Grand Cherokee IV (WK2),внедорожник 5 дв.,белый,3.0,243,Дизель,154066,2012,автоматическая,3 или более,Дубликат,полный,Левый,Не требует ремонта,18225,Растаможен,1694000₽
1751,Skoda,Skoda Rapid I Рестайлинг,лифтбек,синий,1.6,110,Бензин,91104,2017,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,2750,Растаможен,989000₽
1752,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Серый,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 761000₽
1753,Renault,Renault Kaptur I,внедорожник 5 дв.,красный,2.0,143,Бензин,25074,2018,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,4862,Растаможен,1380000₽
1754,Citroen,Citroen C4 II Рестайлинг,седан,синий,1.6,115,Бензин,128734,2017,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,2875,Растаможен,909000₽
1755,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Белый,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 756000₽
1756,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Бежевый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 806000₽
1757,Ford,Ford Focus II Рестайлинг,универсал 5 дв.,серебристый,2.0,145,Бензин,219000,2008,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,5075,Растаможен,444000₽
1758,Audi,Audi Q3 I (8U),внедорожник 5 дв.,коричневый,2.0,170,Бензин,151672,2013,роботизированная,2 владельца,Оригинал,полный,Левый,Не требует ремонта,7650,Растаможен,1250000₽
1759,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Красный,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1064198₽
1760,LADA,LADA (ВАЗ) 2121 (4x4) I Рестайлинг (2020),внедорожник 3 дв.,коричневый,1.7,83,Бензин,18844,2021,механическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,996₽,Растаможен,930000₽
1761,BMW,BMW 6 серии Gran Turismo 630d xDrive IV (G32),лифтбек,чёрный,3.0,249,Дизель,27902,2019,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,18675,Растаможен,4526000₽
1762,Volkswagen,Volkswagen Polo V Рестайлинг,седан,белый,1.6,110,Бензин,107086,2015,механическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,2750,Растаможен,615000₽
1763,Kia,Kia Rio III,седан,зелёный,1.4,107,Бензин,103010,2012,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,2675,Растаможен,549000₽
1764,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Красный,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1326000₽
1765,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Белый,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 786000₽
1766,Kia,Kia Ceed II Рестайлинг,хэтчбек 5 дв.,серебристый,1.6,130,Бензин,106649,2016,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,4550,Растаможен,1009000₽
1767,Peugeot,Peugeot 308 I Рестайлинг,хэтчбек 5 дв.,бежевый,1.6,120,Бензин,22280,2012,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,3000,Растаможен,680000₽
1768,Hyundai,Hyundai ix35 I,внедорожник 5 дв.,коричневый,2.0,150,Бензин,97759,2012,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,5250,Растаможен,1180000₽
1769,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Голубой,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1029000₽
1770,Mercedes-Benz,Mercedes-Benz GLK-Класс 250 I (X204) Рестайлинг,внедорожник 5 дв.,чёрный,2.0,211,Бензин,163501,2014,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,15825,Растаможен,1609000₽
1771,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Белый,1.6,123,бензин,,,Механическая,,,Передний,,,3075,,от 786000₽
1772,Chevrolet,Chevrolet Spark III,хэтчбек 5 дв.,белый,1.0,67,Бензин,82357,2011,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,804₽,Растаможен,440000₽
1773,Porsche,Porsche Cayenne GTS II (958),внедорожник 5 дв.,чёрный,4.8,420,Бензин,181137,2013,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,63000,Растаможен,2525000₽
1774,Renault,Renault Kaptur I,внедорожник 5 дв.,оранжевый,2.0,143,Бензин,122951,2016,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,4862,Растаможен,1130000₽
1775,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 832645₽
1776,Suzuki,Suzuki SX4 I (Classic) Рестайлинг,хэтчбек 5 дв.,белый,1.6,112,Бензин,287727,2011,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,2800,Растаможен,635000₽
1777,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Коричневый,1.6,123,бензин,,,Передний,,,Коричневый,,,Автоматическая,,
1778,Audi,Audi 100 IV (C4),седан,пурпурный,2.3,133,Бензин,419000,1992,механическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,4655,9 лет и 2 месяца,235000₽
1779,Mercedes-Benz,Mercedes-Benz GL-Класс 500 I (X164) Рестайлинг,внедорожник 5 дв.,чёрный,5.5,388,Бензин,196553,2011,полный,Оригинал,Растаможен,Левый,Не требует ремонта,3 или более,автоматическая,Рассмотрю варианты,
1780,Hyundai,Hyundai Tucson IV,внедорожник 5 дв.,красный,2.5,190,Бензин,14км,2021,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,9500,Растаможен,3049000₽
1781,Hyundai,Hyundai Solaris I Рестайлинг,седан,белый,1.6,123,Бензин,87439,2015,передний,Оригинал,Растаможен,Левый,Не требует ремонта,1 владелец,автоматическая,Z94**************,
1782,Hyundai,Hyundai Solaris II Рестайлинг,Седан,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 911305₽
1783,SEAT,SEAT Ibiza IV Рестайлинг,универсал 5 дв.,чёрный,1.6,105,Бензин,89028,2013,роботизированная,2 владельца,Оригинал,передний,Левый,Не требует ремонта,2625,Растаможен,840000₽
